t	PopSize	m_Het	s2_Het	n_Het
477	100	8.151000e-05	3.321940e-05	5000
478	100	8.775000e-05	3.850031e-05	5000
479	100	9.991000e-05	4.991004e-05	5000
480	100	9.831000e-05	4.832428e-05	5000
481	100	9.375000e-05	4.394531e-05	5000
482	100	9.964000e-05	4.964065e-05	5000
483	100	9.951000e-05	4.951120e-05	5000
484	100	9.999000e-05	4.999000e-05	5000
485	100	9.879000e-05	4.879732e-05	5000
486	100	9.900000e-05	4.900500e-05	5000
487	100	9.996000e-05	4.996001e-05	5000
488	100	9.879000e-05	4.879732e-05	5000
489	100	9.900000e-05	4.900500e-05	5000
490	100	9.676000e-05	4.681249e-05	5000
491	100	9.804000e-05	4.805921e-05	5000
492	100	9.999000e-05	4.999000e-05	5000
493	100	9.900000e-05	4.900500e-05	5000
494	100	9.804000e-05	4.805921e-05	5000
495	100	8.064000e-05	3.251405e-05	5000
496	100	6.975000e-05	2.432531e-05	5000
497	100	8.151000e-05	3.321940e-05	5000
498	100	7.500000e-05	2.812500e-05	5000
499	100	5.376000e-05	1.445069e-05	5000
500	100	5.644000e-05	1.592737e-05	5000
