t	PopSize	m_Het	s2_Het	n_Het
461	500	6.287672e-01	1.731748e-02	5000
462	500	6.281785e-01	1.738849e-02	5000
463	500	6.275422e-01	1.741390e-02	5000
464	500	6.271722e-01	1.742522e-02	5000
465	500	6.267174e-01	1.745562e-02	5000
466	500	6.261444e-01	1.749690e-02	5000
467	500	6.254197e-01	1.758388e-02	5000
468	500	6.250688e-01	1.756073e-02	5000
469	500	6.244584e-01	1.760815e-02	5000
470	500	6.237173e-01	1.763799e-02	5000
471	500	6.230414e-01	1.771628e-02	5000
472	500	6.227180e-01	1.768457e-02	5000
473	500	6.221801e-01	1.770377e-02	5000
474	500	6.214713e-01	1.776662e-02	5000
475	500	6.209957e-01	1.779505e-02	5000
476	500	6.200498e-01	1.783095e-02	5000
477	500	6.191955e-01	1.794231e-02	5000
478	500	6.188236e-01	1.800080e-02	5000
479	500	6.184139e-01	1.799969e-02	5000
480	500	6.182564e-01	1.799386e-02	5000
481	500	6.174406e-01	1.804254e-02	5000
482	500	6.168054e-01	1.811223e-02	5000
483	500	6.161120e-01	1.824414e-02	5000
484	500	6.155801e-01	1.838110e-02	5000
485	500	6.149261e-01	1.844259e-02	5000
486	500	6.142313e-01	1.856276e-02	5000
487	500	6.136380e-01	1.859186e-02	5000
488	500	6.130343e-01	1.864869e-02	5000
489	500	6.124634e-01	1.877345e-02	5000
490	500	6.119078e-01	1.884146e-02	5000
491	500	6.112205e-01	1.896725e-02	5000
492	500	6.107521e-01	1.895650e-02	5000
493	500	6.101751e-01	1.898913e-02	5000
494	500	6.096581e-01	1.898453e-02	5000
495	500	6.091670e-01	1.897125e-02	5000
496	500	6.086480e-01	1.904668e-02	5000
497	500	6.079575e-01	1.919643e-02	5000
498	500	6.071978e-01	1.925917e-02	5000
499	500	6.062604e-01	1.932722e-02	5000
500	500	6.055414e-01	1.940891e-02	5000
